epoch,neuron1_bias,neuron2_bias,neuron3_bias,neuron4_bias,neuron5_bias,neuron6_bias,neuron7_bias,neuron8_bias,neuron9_bias,neuron10_bias,neuron11_bias,neuron12_bias,neuron13_bias,neuron14_bias,neuron15_bias,neuron16_bias,neuron17_bias,neuron18_bias,neuron19_bias,neuron20_bias,neuron21_bias,neuron22_bias,neuron23_bias,neuron24_bias,neuron25_bias,neuron26_bias,neuron27_bias,neuron28_bias,neuron29_bias,neuron30_bias,neuron31_bias,neuron32_bias,neuron33_bias,neuron34_bias,neuron35_bias,neuron36_bias,neuron37_bias,neuron38_bias,neuron39_bias,neuron40_bias,neuron41_bias,neuron42_bias,neuron43_bias,neuron44_bias,neuron45_bias,neuron46_bias,neuron47_bias,neuron48_bias,neuron49_bias,neuron50_bias,neuron51_bias,neuron52_bias,neuron53_bias,neuron54_bias,neuron55_bias,neuron56_bias,neuron57_bias,neuron58_bias,neuron59_bias,neuron60_bias,neuron61_bias,neuron62_bias,neuron63_bias,neuron64_bias,neuron65_bias,neuron66_bias,neuron67_bias,neuron68_bias,neuron69_bias,neuron70_bias,neuron71_bias,neuron72_bias,neuron73_bias,neuron74_bias,neuron75_bias,neuron76_bias,neuron77_bias,neuron78_bias,neuron79_bias,neuron80_bias,neuron81_bias,neuron82_bias,neuron83_bias,neuron84_bias,neuron85_bias,neuron86_bias,neuron87_bias,neuron88_bias,neuron89_bias,neuron90_bias,neuron91_bias,neuron92_bias,neuron93_bias,neuron94_bias,neuron95_bias,neuron96_bias,neuron97_bias,neuron98_bias,neuron99_bias,neuron100_bias,neuron101_bias,neuron102_bias,neuron103_bias,neuron104_bias,neuron105_bias,neuron106_bias,neuron107_bias,neuron108_bias,neuron109_bias,neuron110_bias,neuron111_bias,neuron112_bias,neuron113_bias,neuron114_bias,neuron115_bias,neuron116_bias,neuron117_bias,neuron118_bias,neuron119_bias,neuron120_bias,neuron121_bias,neuron122_bias,neuron123_bias,neuron124_bias,neuron125_bias,neuron126_bias
44,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.002446,-0.011838,-0.006552,0.019491,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.002996,-0.022239,-0.024288,-0.034588,-0.000143,-0.045082,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.041020,-0.003176,0.014886,0.041148,-0.000000,-0.031782,-0.039470,-0.056600,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.009854,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.048258,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.097648,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.014783,-0.021219,-0.022577,-0.028234,-0.011663,-0.000002,0.032809,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.075334,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.018807,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.001954,-0.007148,-0.025542,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.102999,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
45,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.006129,-0.011838,-0.003779,0.020456,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.001563,-0.028174,-0.024288,-0.034588,-0.000143,-0.051003,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.044277,-0.003176,0.014345,0.039211,-0.000000,-0.031782,-0.039970,-0.057458,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.014632,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.049252,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.099568,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.013886,-0.021219,-0.022577,-0.032169,-0.011663,-0.000002,0.033085,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.078293,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.017943,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.000062,-0.007148,-0.029026,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.103485,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
46,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.006393,-0.011838,-0.004459,0.020452,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.006478,-0.024782,-0.024288,-0.034588,-0.000143,-0.050631,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.042778,-0.003176,0.015142,0.042249,-0.000000,-0.031782,-0.041998,-0.056323,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.016195,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.049013,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.095072,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.015837,-0.021219,-0.022577,-0.029404,-0.011663,-0.000002,0.032153,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.076376,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.021348,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.004047,-0.007148,-0.030937,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.103951,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
47,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.010150,-0.011838,-0.005584,0.017186,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.001600,-0.025727,-0.024288,-0.034588,-0.000143,-0.053321,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.044442,-0.003176,0.014359,0.042691,-0.000000,-0.031782,-0.039701,-0.053167,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.016838,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.048902,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.099463,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.008073,-0.021219,-0.022577,-0.030986,-0.011663,-0.000002,0.030214,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.078566,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.024587,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.000701,-0.007148,-0.032742,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.105737,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
48,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.010926,-0.011838,-0.005091,0.017025,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.005328,-0.027203,-0.024288,-0.034588,-0.000143,-0.055155,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.045583,-0.003176,0.012406,0.042019,-0.000000,-0.031782,-0.041528,-0.056356,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.021476,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.049828,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.100449,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.010365,-0.021219,-0.022577,-0.031479,-0.011663,-0.000002,0.030886,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.077225,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.020909,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.002435,-0.007148,-0.034435,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.102965,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
49,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.008636,-0.011838,-0.002433,0.019720,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.004846,-0.026349,-0.024288,-0.034588,-0.000143,-0.054925,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.045460,-0.003176,0.017337,0.040932,-0.000000,-0.031782,-0.041970,-0.056709,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.022620,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.051242,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.097360,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.012642,-0.021219,-0.022577,-0.034432,-0.011663,-0.000002,0.030284,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.078615,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.023210,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.003941,-0.007148,-0.034746,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.100167,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
50,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.010302,-0.011838,-0.000131,0.021730,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.003929,-0.027874,-0.024288,-0.034588,-0.000143,-0.058345,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.048212,-0.003176,0.014852,0.041584,-0.000000,-0.031782,-0.041920,-0.055815,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.025277,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.051136,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.097467,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.017268,-0.021219,-0.022577,-0.034191,-0.011663,-0.000002,0.030972,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.079866,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.020700,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.003411,-0.007148,-0.036815,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.099707,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
51,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.011514,-0.011838,0.000023,0.016843,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.005756,-0.029191,-0.024288,-0.034588,-0.000143,-0.058425,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.049541,-0.003176,0.012626,0.040416,-0.000000,-0.031782,-0.041098,-0.056974,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.027848,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.051361,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.097340,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.015074,-0.021219,-0.022577,-0.032786,-0.011663,-0.000002,0.031762,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.080515,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.021308,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.002690,-0.007148,-0.038235,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.098834,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
52,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.013432,-0.011838,0.000532,0.020088,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.005568,-0.027552,-0.024288,-0.034588,-0.000143,-0.059316,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.046273,-0.003176,0.014881,0.039742,-0.000000,-0.031782,-0.038951,-0.054809,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.025094,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.049858,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.098342,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.015650,-0.021219,-0.022577,-0.031960,-0.011663,-0.000002,0.029224,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.077800,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.020959,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.004031,-0.007148,-0.037956,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.098975,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
53,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.012837,-0.011838,-0.000269,0.016045,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.000444,-0.028371,-0.024288,-0.034588,-0.000143,-0.058856,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.050897,-0.003176,0.014111,0.040850,-0.000000,-0.031782,-0.037620,-0.056338,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.028829,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.051781,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.098733,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.011918,-0.021219,-0.022577,-0.033090,-0.011663,-0.000002,0.030474,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.079530,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.022045,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.003591,-0.007148,-0.039409,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.098878,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
54,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.012222,-0.011838,-0.002694,0.015353,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.001123,-0.029209,-0.024288,-0.034588,-0.000143,-0.059815,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.053162,-0.003176,0.014421,0.040791,-0.000000,-0.031782,-0.041915,-0.055054,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.027104,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.050196,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.098234,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.013580,-0.021219,-0.022577,-0.033108,-0.011663,-0.000002,0.033223,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.080998,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.021741,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.003242,-0.007148,-0.042396,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.096683,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
55,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.012744,-0.011838,-0.002436,0.013356,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.003268,-0.028107,-0.024288,-0.034588,-0.000143,-0.060284,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.053183,-0.003176,0.011835,0.041505,-0.000000,-0.031782,-0.042315,-0.053609,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.027869,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.052158,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.097892,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.014621,-0.021219,-0.022577,-0.032009,-0.011663,-0.000002,0.030840,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.080660,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.020713,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.008454,-0.007148,-0.043425,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.096807,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
56,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.017072,-0.011838,0.002182,0.012733,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.001887,-0.033010,-0.024288,-0.034588,-0.000143,-0.063255,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.052348,-0.003176,0.010070,0.040232,-0.000000,-0.031782,-0.044768,-0.055631,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.032257,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.052467,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.098338,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.016060,-0.021219,-0.022577,-0.035707,-0.011663,-0.000002,0.028593,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.080374,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.018516,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.005315,-0.007148,-0.047854,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.096601,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
57,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.013626,-0.011838,0.002785,0.014583,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.004878,-0.032041,-0.024288,-0.034588,-0.000143,-0.064022,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.051950,-0.003176,0.007092,0.041837,-0.000000,-0.031782,-0.044924,-0.055209,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.032400,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.053352,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.098122,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.015011,-0.021219,-0.022577,-0.036827,-0.011663,-0.000002,0.027339,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.080994,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.021823,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.007384,-0.007148,-0.047994,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.096095,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
58,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.017008,-0.011838,-0.001679,0.012196,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.000267,-0.029091,-0.024288,-0.034588,-0.000143,-0.064720,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.056083,-0.003176,0.004267,0.040866,-0.000000,-0.031782,-0.044166,-0.057834,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.035454,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.052765,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.100637,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.013647,-0.021219,-0.022577,-0.035478,-0.011663,-0.000002,0.030818,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.081895,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.018359,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.001637,-0.007148,-0.046991,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.098592,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
59,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.018754,-0.011838,0.003777,0.012176,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.002394,-0.030186,-0.024288,-0.034588,-0.000143,-0.066484,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.056663,-0.003176,0.001615,0.041548,-0.000000,-0.031782,-0.044870,-0.058085,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.035362,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.054724,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.099088,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.015993,-0.021219,-0.022577,-0.029808,-0.011663,-0.000002,0.029760,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.083783,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.018966,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.004512,-0.007148,-0.051137,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.096910,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
60,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.021082,-0.011838,-0.000316,0.011956,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.002406,-0.035878,-0.024288,-0.034588,-0.000143,-0.068191,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.054386,-0.003176,-0.000461,0.040844,-0.000000,-0.031782,-0.044748,-0.054384,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.036008,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.056843,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.100686,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.012963,-0.021219,-0.022577,-0.037789,-0.011663,-0.000002,0.029461,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.085942,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.018767,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.002208,-0.007148,-0.051103,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.098177,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
