epoch,neuron1_count,neuron1_diff_srv_rate,neuron1_dst_bytes,neuron1_dst_host_count,neuron1_dst_host_diff_srv_rate,neuron1_dst_host_rerror_rate,neuron1_dst_host_same_src_port_rate,neuron1_dst_host_same_srv_rate,neuron1_dst_host_serror_rate,neuron1_dst_host_srv_count,neuron1_dst_host_srv_diff_host_rate,neuron1_dst_host_srv_rerror_rate,neuron1_dst_host_srv_serror_rate,neuron1_duration,neuron1_flag_OTH,neuron1_flag_REJ,neuron1_flag_RSTO,neuron1_flag_RSTOS0,neuron1_flag_RSTR,neuron1_flag_S0,neuron1_flag_S1,neuron1_flag_S2,neuron1_flag_S3,neuron1_flag_SF,neuron1_flag_SH,neuron1_hot,neuron1_is_guest_login_0,neuron1_is_guest_login_1,neuron1_is_host_login_0,neuron1_is_host_login_1,neuron1_land_0,neuron1_land_1,neuron1_logged_in_0,neuron1_logged_in_1,neuron1_num_access_files,neuron1_num_compromised,neuron1_num_failed_logins,neuron1_num_file_creations,neuron1_num_outbound_cmds,neuron1_num_root,neuron1_num_shells,neuron1_protocol_type_icmp,neuron1_protocol_type_tcp,neuron1_protocol_type_udp,neuron1_rerror_rate,neuron1_root_shell,neuron1_same_srv_rate,neuron1_serror_rate,neuron1_service_IRC,neuron1_service_X11,neuron1_service_Z39_50,neuron1_service_aol,neuron1_service_auth,neuron1_service_bgp,neuron1_service_courier,neuron1_service_csnet_ns,neuron1_service_ctf,neuron1_service_daytime,neuron1_service_discard,neuron1_service_domain,neuron1_service_domain_u,neuron1_service_echo,neuron1_service_eco_i,neuron1_service_ecr_i,neuron1_service_efs,neuron1_service_exec,neuron1_service_finger,neuron1_service_ftp,neuron1_service_ftp_data,neuron1_service_gopher,neuron1_service_harvest,neuron1_service_hostnames,neuron1_service_http,neuron1_service_http_2784,neuron1_service_http_443,neuron1_service_http_8001,neuron1_service_imap4,neuron1_service_iso_tsap,neuron1_service_klogin,neuron1_service_kshell,neuron1_service_ldap,neuron1_service_link,neuron1_service_login,neuron1_service_mtp,neuron1_service_name,neuron1_service_netbios_dgm,neuron1_service_netbios_ns,neuron1_service_netbios_ssn,neuron1_service_netstat,neuron1_service_nnsp,neuron1_service_nntp,neuron1_service_ntp_u,neuron1_service_other,neuron1_service_pm_dump,neuron1_service_pop_2,neuron1_service_pop_3,neuron1_service_printer,neuron1_service_private,neuron1_service_red_i,neuron1_service_remote_job,neuron1_service_rje,neuron1_service_shell,neuron1_service_smtp,neuron1_service_sql_net,neuron1_service_ssh,neuron1_service_sunrpc,neuron1_service_supdup,neuron1_service_systat,neuron1_service_telnet,neuron1_service_tftp_u,neuron1_service_tim_i,neuron1_service_time,neuron1_service_urh_i,neuron1_service_urp_i,neuron1_service_uucp,neuron1_service_uucp_path,neuron1_service_vmnet,neuron1_service_whois,neuron1_src_bytes,neuron1_srv_count,neuron1_srv_diff_host_rate,neuron1_srv_rerror_rate,neuron1_srv_serror_rate,neuron1_su_attempted,neuron1_urgent,neuron1_wrong_fragment
48,0.024058,0.001522,0.000001,0.044180,0.005363,0.049902,0.024307,0.022538,0.035428,0.097003,0.001064,0.009503,0.021473,0.000640,0.000000,0.025345,0.000723,0.000000,0.006550,0.033233,0.000000,0.000000,0.000000,0.020130,0.000000,0.000066,0.000552,0.000710,0.000000,0.000000,0.000000,0.000000,0.011597,0.011103,0.000058,0.000000,0.000442,0.000002,0.000000,0.000000,0.000022,0.008940,0.011534,0.007073,0.015616,0.000764,0.044578,0.009668,0.000000,0.000000,0.000051,0.000000,0.001611,0.000000,0.000027,0.000019,0.000000,0.000000,0.000076,0.000000,0.004897,0.000000,0.001435,0.007685,0.000000,0.000045,0.000208,0.000072,0.001334,0.000000,0.000000,0.000000,0.018103,0.000000,0.000035,0.000000,0.001344,0.000015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000012,0.000000,0.000000,0.004626,0.000000,0.000000,0.001452,0.000000,0.048734,0.000000,0.000000,0.000000,0.000000,0.004588,0.000000,0.000000,0.000009,0.000000,0.000026,0.010249,0.000000,0.000998,0.000000,0.000000,0.000000,0.000072,0.000060,0.000015,0.000000,0.000000,0.003606,0.004344,0.045755,0.021507,0.000000,0.000048,0.001554
49,0.020334,0.002115,0.000001,0.042705,0.009566,0.050617,0.024348,0.016562,0.040365,0.107074,0.001280,0.005729,0.022114,0.000052,0.000000,0.018928,0.000432,0.000000,0.007264,0.030563,0.000000,0.000000,0.000000,0.016182,0.000000,0.000076,0.000526,0.000412,0.000000,0.000000,0.000000,0.000000,0.014019,0.015888,0.000046,0.000000,0.000203,0.000003,0.000000,0.000000,0.000027,0.009080,0.011460,0.005172,0.013419,0.000899,0.033210,0.010323,0.000000,0.000000,0.000011,0.000000,0.000824,0.000000,0.000062,0.000006,0.000000,0.000000,0.000019,0.000000,0.006435,0.000000,0.001680,0.007213,0.000000,0.000001,0.000240,0.000078,0.001671,0.000000,0.000000,0.000000,0.017793,0.000000,0.000038,0.000000,0.000534,0.000014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000025,0.000000,0.000000,0.003251,0.000000,0.000000,0.001813,0.000000,0.045277,0.000000,0.000000,0.000000,0.000000,0.004700,0.000000,0.000000,0.000003,0.000000,0.000056,0.011786,0.000000,0.000001,0.000000,0.000000,0.000000,0.000022,0.000033,0.000023,0.000000,0.000000,0.001890,0.002737,0.047936,0.021639,0.000000,0.000002,0.001232
50,0.024978,0.004978,0.000000,0.037745,0.009670,0.050929,0.026564,0.024404,0.045963,0.085931,0.001509,0.011630,0.019412,0.000203,0.000000,0.029741,0.000607,0.000000,0.007866,0.039795,0.000000,0.000000,0.000000,0.022548,0.000000,0.000058,0.000557,0.000549,0.000000,0.000000,0.000000,0.000000,0.014461,0.016892,0.000025,0.000000,0.000119,0.000004,0.000000,0.000000,0.000041,0.008633,0.010717,0.004230,0.015119,0.000504,0.032778,0.011446,0.000000,0.000000,0.000081,0.000000,0.001366,0.000000,0.000029,0.000010,0.000000,0.000000,0.000045,0.000000,0.007963,0.000000,0.001975,0.006898,0.000000,0.000000,0.000579,0.000165,0.001054,0.000000,0.000000,0.000000,0.020188,0.000000,0.000011,0.000000,0.000556,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000018,0.000000,0.000000,0.003812,0.000000,0.000000,0.001370,0.000000,0.050130,0.000000,0.000000,0.000000,0.000000,0.003899,0.000000,0.000000,0.000060,0.000000,0.000075,0.005055,0.000000,0.000119,0.000000,0.000000,0.000000,0.000122,0.000009,0.000060,0.000000,0.000001,0.002804,0.005224,0.046241,0.023857,0.000000,0.000009,0.000677
51,0.023575,0.001650,0.000001,0.041480,0.004698,0.047085,0.025495,0.021447,0.041005,0.095598,0.000753,0.004581,0.015932,0.000352,0.000000,0.016051,0.000429,0.000000,0.006028,0.036606,0.000000,0.000000,0.000000,0.016189,0.000000,0.000072,0.000507,0.000565,0.000000,0.000000,0.000000,0.000000,0.013634,0.013800,0.000093,0.000000,0.000120,0.000001,0.000000,0.000000,0.000013,0.008251,0.010166,0.004702,0.011924,0.000237,0.041703,0.007776,0.000000,0.000000,0.000044,0.000000,0.000547,0.000000,0.000054,0.000032,0.000000,0.000000,0.000042,0.000000,0.004206,0.000000,0.002266,0.008180,0.000000,0.000059,0.000190,0.000452,0.001204,0.000000,0.000000,0.000000,0.018134,0.000000,0.000083,0.000000,0.000354,0.000025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000074,0.000000,0.000000,0.003518,0.000000,0.000000,0.001757,0.000000,0.048450,0.000000,0.000000,0.000000,0.000000,0.004474,0.000000,0.000000,0.000001,0.000000,0.000369,0.010389,0.000000,0.000422,0.000000,0.000000,0.000000,0.000153,0.000097,0.000004,0.000000,0.000000,0.002631,0.002690,0.042619,0.025926,0.000000,0.000004,0.001380
52,0.022824,0.003531,0.000000,0.035150,0.008760,0.048427,0.029839,0.018441,0.035270,0.091371,0.001398,0.006683,0.017335,0.000158,0.000000,0.019492,0.000552,0.000000,0.006081,0.029844,0.000000,0.000000,0.000000,0.019748,0.000000,0.000059,0.000644,0.000515,0.000000,0.000000,0.000000,0.000000,0.013092,0.013119,0.000078,0.000000,0.000129,0.000003,0.000000,0.000000,0.000063,0.006464,0.009770,0.003165,0.012855,0.000661,0.037805,0.018662,0.000000,0.000000,0.000087,0.000000,0.000694,0.000000,0.000019,0.000108,0.000000,0.000000,0.000056,0.000000,0.005493,0.000000,0.001154,0.010375,0.000000,0.000006,0.000474,0.000052,0.001072,0.000000,0.000000,0.000000,0.014084,0.000000,0.000063,0.000000,0.000864,0.000023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000000,0.000000,0.003424,0.000000,0.000000,0.001035,0.000000,0.045009,0.000000,0.000000,0.000000,0.000000,0.003382,0.000000,0.000000,0.000013,0.000000,0.000097,0.007086,0.000000,0.000170,0.000000,0.000000,0.000000,0.000219,0.000005,0.000011,0.000000,0.000002,0.002089,0.004055,0.049664,0.025700,0.000000,0.000003,0.001442
53,0.023537,0.007021,0.000001,0.039512,0.006422,0.052815,0.023807,0.020492,0.050908,0.091570,0.001159,0.008681,0.016191,0.000645,0.000000,0.023748,0.000966,0.000000,0.006611,0.038526,0.000000,0.000000,0.000000,0.019174,0.000000,0.000059,0.000488,0.000471,0.000000,0.000000,0.000000,0.000000,0.012846,0.013371,0.000113,0.000000,0.000123,0.000002,0.000000,0.000000,0.000017,0.009052,0.012591,0.004442,0.011089,0.001074,0.041625,0.019369,0.000000,0.000000,0.000020,0.000000,0.001316,0.000000,0.000042,0.000001,0.000000,0.000000,0.000006,0.000000,0.007124,0.000000,0.000868,0.009905,0.000000,0.000012,0.000734,0.000227,0.001088,0.000000,0.000000,0.000000,0.016556,0.000000,0.000028,0.000000,0.000886,0.000018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000022,0.000000,0.000000,0.003798,0.000000,0.000000,0.000071,0.000000,0.050522,0.000000,0.000000,0.000000,0.000000,0.004223,0.000000,0.000000,0.000011,0.000000,0.000028,0.017549,0.000000,0.000048,0.000000,0.000000,0.000000,0.000195,0.000894,0.000004,0.000000,0.000000,0.002952,0.005897,0.047911,0.024116,0.000000,0.000002,0.001143
54,0.023314,0.004950,0.000000,0.045974,0.005183,0.049107,0.021689,0.021832,0.042099,0.109611,0.001226,0.013059,0.027931,0.000479,0.000000,0.029373,0.000989,0.000000,0.008464,0.039125,0.000000,0.000000,0.000000,0.016501,0.000000,0.000075,0.000591,0.000803,0.000000,0.000000,0.000000,0.000000,0.019891,0.018333,0.000057,0.000000,0.000099,0.000002,0.000000,0.000000,0.000018,0.011597,0.013949,0.005569,0.010047,0.000976,0.043345,0.011760,0.000000,0.000000,0.000066,0.000000,0.001052,0.000000,0.000014,0.000022,0.000000,0.000000,0.000010,0.000000,0.004676,0.000000,0.002102,0.007842,0.000000,0.000036,0.000537,0.000096,0.000923,0.000000,0.000000,0.000000,0.018471,0.000000,0.000037,0.000000,0.002417,0.000039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000013,0.000000,0.000000,0.003483,0.000000,0.000000,0.002274,0.000000,0.052973,0.000000,0.000000,0.000000,0.000000,0.004366,0.000000,0.000000,0.000054,0.000000,0.000018,0.016728,0.000000,0.000032,0.000000,0.000000,0.000000,0.000106,0.000027,0.000021,0.000000,0.000000,0.001770,0.003285,0.053622,0.022480,0.000000,0.000073,0.000797
55,0.022363,0.000961,0.000002,0.043634,0.005035,0.048235,0.026081,0.029194,0.044234,0.106647,0.000989,0.014568,0.022388,0.000239,0.000000,0.029243,0.000612,0.000000,0.007970,0.032376,0.000000,0.000000,0.000000,0.015540,0.000000,0.000066,0.000758,0.001007,0.000000,0.000000,0.000000,0.000000,0.018897,0.018369,0.000078,0.000000,0.000065,0.000004,0.000000,0.000001,0.000005,0.012810,0.012240,0.007715,0.017062,0.000257,0.038617,0.013200,0.000000,0.000000,0.000036,0.000000,0.001306,0.000000,0.000093,0.000024,0.000000,0.000000,0.000024,0.000000,0.006142,0.000000,0.002203,0.010159,0.000000,0.000017,0.000742,0.000319,0.000975,0.000000,0.000000,0.000000,0.023885,0.000000,0.000046,0.000000,0.001575,0.000044,0.000000,0.000000,0.000000,0.000000,0.000000,0.000368,0.000000,0.000000,0.000000,0.000000,0.000000,0.000013,0.000000,0.000000,0.004556,0.000000,0.000000,0.001140,0.000000,0.046672,0.000000,0.000000,0.000000,0.000000,0.003258,0.000000,0.000000,0.000005,0.000000,0.000022,0.011981,0.000000,0.000467,0.000000,0.000000,0.000000,0.000199,0.000048,0.000012,0.000000,0.000000,0.002875,0.005452,0.044056,0.024082,0.000000,0.000017,0.001697
56,0.013820,0.001169,0.000000,0.056919,0.011080,0.055446,0.028745,0.023473,0.044108,0.130139,0.001337,0.014111,0.021027,0.000362,0.000000,0.028608,0.001562,0.000000,0.006097,0.037707,0.000000,0.000000,0.000000,0.020279,0.000000,0.000096,0.000750,0.000598,0.000000,0.000000,0.000000,0.000000,0.020159,0.019474,0.000118,0.000000,0.000353,0.000000,0.000000,0.000000,0.000035,0.009110,0.012802,0.006650,0.011754,0.000444,0.045643,0.012654,0.000000,0.000000,0.000073,0.000000,0.001355,0.000000,0.000023,0.000009,0.000000,0.000000,0.000161,0.000000,0.005629,0.000000,0.001408,0.010625,0.000000,0.000013,0.000682,0.000151,0.001051,0.000000,0.000000,0.000000,0.023342,0.000000,0.000090,0.000000,0.000482,0.000010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000036,0.000000,0.000000,0.003994,0.000000,0.000000,0.002020,0.000000,0.044380,0.000000,0.000000,0.000000,0.000000,0.004943,0.000000,0.000000,0.000016,0.000000,0.000008,0.013964,0.000000,0.000708,0.000000,0.000000,0.000000,0.000031,0.000032,0.000007,0.000000,0.000001,0.002059,0.003271,0.057106,0.025896,0.000000,0.000005,0.000957
57,0.021398,0.001173,0.000000,0.040061,0.004885,0.051706,0.026211,0.020083,0.035902,0.102852,0.001003,0.005841,0.016530,0.000410,0.000000,0.018214,0.000408,0.000000,0.008287,0.028097,0.000000,0.000000,0.000000,0.016029,0.000000,0.000087,0.000679,0.000740,0.000000,0.000000,0.000000,0.000000,0.012404,0.013256,0.000103,0.000000,0.000168,0.000001,0.000000,0.000000,0.000028,0.008807,0.011383,0.003395,0.014264,0.001716,0.039853,0.013494,0.000000,0.000000,0.000050,0.000000,0.001331,0.000000,0.000028,0.000019,0.000000,0.000000,0.000012,0.000000,0.005589,0.000000,0.001793,0.007062,0.000000,0.000021,0.000751,0.000220,0.001294,0.000000,0.000000,0.000000,0.018510,0.000000,0.000028,0.000000,0.000799,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.003548,0.000000,0.000000,0.001423,0.000000,0.043265,0.000000,0.000000,0.000000,0.000000,0.004369,0.000000,0.000000,0.000020,0.000000,0.000010,0.012323,0.000000,0.000665,0.000000,0.000000,0.000000,0.000017,0.000018,0.000006,0.000000,0.000000,0.002556,0.003182,0.040042,0.020833,0.000000,0.000270,0.000954
58,0.026496,0.003159,0.000002,0.036953,0.007405,0.050034,0.021087,0.017337,0.040139,0.093947,0.000951,0.006090,0.020487,0.000094,0.000000,0.017150,0.000882,0.000000,0.007788,0.032840,0.000000,0.000000,0.000000,0.022844,0.000000,0.000080,0.000689,0.000828,0.000000,0.000000,0.000000,0.000000,0.012782,0.012297,0.000112,0.000000,0.000317,0.000014,0.000000,0.000000,0.000050,0.007745,0.011571,0.005896,0.015149,0.000665,0.035048,0.011438,0.000000,0.000000,0.000036,0.000000,0.000463,0.000000,0.000014,0.000006,0.000000,0.000000,0.000016,0.000000,0.005940,0.000000,0.001131,0.009397,0.000000,0.000007,0.000895,0.000100,0.001141,0.000000,0.000000,0.000000,0.016361,0.000000,0.000022,0.000000,0.000439,0.000014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000021,0.000000,0.000000,0.003240,0.000000,0.000000,0.000855,0.000000,0.045337,0.000000,0.000000,0.000000,0.000000,0.002926,0.000000,0.000000,0.000003,0.000000,0.000009,0.012197,0.000000,0.000091,0.000000,0.000000,0.000000,0.000145,0.000022,0.000006,0.000000,0.000002,0.004420,0.003446,0.049831,0.019801,0.000000,0.000018,0.000711
59,0.023276,0.002072,0.000000,0.043137,0.007618,0.048491,0.024190,0.021353,0.043342,0.104096,0.001178,0.011313,0.017168,0.000088,0.000000,0.027616,0.000712,0.000000,0.006620,0.033829,0.000000,0.000000,0.000000,0.015882,0.000000,0.000087,0.000582,0.000710,0.000000,0.000000,0.000000,0.000000,0.017612,0.017061,0.000124,0.000000,0.000297,0.000003,0.000000,0.000000,0.000016,0.012105,0.014673,0.005688,0.014835,0.001237,0.037799,0.009005,0.000000,0.000000,0.000246,0.000000,0.000894,0.000000,0.000045,0.000001,0.000000,0.000000,0.000136,0.000000,0.005008,0.000000,0.002589,0.007150,0.000000,0.000011,0.000361,0.000441,0.001239,0.000000,0.000000,0.000000,0.017586,0.000000,0.000019,0.000000,0.000470,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000037,0.000000,0.000000,0.003542,0.000000,0.000000,0.001872,0.000000,0.049133,0.000000,0.000000,0.000000,0.000000,0.005689,0.000000,0.000000,0.000023,0.000000,0.000015,0.010563,0.000000,0.000149,0.000000,0.000000,0.000000,0.000053,0.000039,0.000031,0.000000,0.000000,0.001947,0.004761,0.049359,0.022477,0.000000,0.000024,0.001603
60,0.023566,0.003433,0.000000,0.050375,0.013170,0.066583,0.026363,0.015971,0.042501,0.103812,0.001509,0.004635,0.014391,0.000091,0.000000,0.026483,0.000974,0.000000,0.007593,0.037908,0.000000,0.000000,0.000000,0.019816,0.000000,0.000086,0.000541,0.000528,0.000000,0.000000,0.000000,0.000000,0.010530,0.011860,0.000022,0.000000,0.000187,0.000004,0.000000,0.000000,0.000046,0.009253,0.014018,0.005315,0.013717,0.001034,0.051107,0.010917,0.000000,0.000000,0.000021,0.000000,0.001736,0.000000,0.000024,0.000012,0.000000,0.000000,0.000060,0.000000,0.006040,0.000000,0.001773,0.007438,0.000000,0.000003,0.000303,0.000236,0.001429,0.000000,0.000000,0.000000,0.016781,0.000000,0.000004,0.000000,0.001015,0.000016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.004063,0.000000,0.000000,0.001738,0.000000,0.051088,0.000000,0.000000,0.000000,0.000000,0.004234,0.000000,0.000000,0.000012,0.000000,0.000018,0.014504,0.000000,0.000032,0.000000,0.000000,0.000000,0.000070,0.000005,0.000005,0.000000,0.000001,0.002070,0.003898,0.053200,0.023291,0.000000,0.000022,0.001427
61,0.018606,0.002829,0.000000,0.044366,0.007528,0.054937,0.022786,0.020031,0.047019,0.101687,0.001019,0.007548,0.014491,0.000128,0.000000,0.023501,0.000450,0.000000,0.006799,0.036244,0.000000,0.000000,0.000000,0.017122,0.000000,0.000091,0.000815,0.000980,0.000000,0.000000,0.000000,0.000000,0.010540,0.010766,0.000122,0.000000,0.000125,0.000011,0.000000,0.000000,0.000152,0.007962,0.012607,0.004146,0.016978,0.001686,0.039495,0.011394,0.000000,0.000000,0.000017,0.000000,0.001357,0.000000,0.000006,0.000016,0.000000,0.000000,0.000091,0.000000,0.005845,0.000000,0.001428,0.007117,0.000000,0.000101,0.001098,0.000673,0.001140,0.000000,0.000000,0.000000,0.019007,0.000000,0.000128,0.000000,0.000732,0.000274,0.000000,0.000000,0.000000,0.000000,0.000000,0.000023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000034,0.000000,0.000000,0.003799,0.000000,0.000000,0.001696,0.000000,0.048449,0.000000,0.000000,0.000000,0.000000,0.003743,0.000000,0.000000,0.000031,0.000000,0.000032,0.009763,0.000000,0.000043,0.000000,0.000000,0.000000,0.000037,0.000114,0.000012,0.000000,0.000001,0.001711,0.002278,0.051580,0.020996,0.000000,0.000179,0.001323
62,0.019967,0.003724,0.000000,0.052245,0.009062,0.067270,0.026862,0.022760,0.047468,0.112582,0.001153,0.008100,0.014861,0.000387,0.000000,0.022273,0.000507,0.000000,0.006087,0.038294,0.000000,0.000000,0.000000,0.020719,0.000000,0.000102,0.001008,0.000926,0.000000,0.000000,0.000000,0.000000,0.014188,0.016080,0.000070,0.000000,0.000490,0.000007,0.000000,0.000000,0.000004,0.008771,0.011300,0.006648,0.016561,0.000587,0.040209,0.012599,0.000000,0.000000,0.000148,0.000000,0.001208,0.000000,0.000021,0.000014,0.000000,0.000000,0.000161,0.000000,0.006725,0.000000,0.001595,0.009041,0.000000,0.000007,0.000410,0.000409,0.001292,0.000000,0.000000,0.000000,0.022043,0.000000,0.000037,0.000000,0.000817,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000022,0.000000,0.000000,0.004567,0.000000,0.000000,0.001976,0.000000,0.044911,0.000000,0.000000,0.000000,0.000000,0.007133,0.000000,0.000000,0.000033,0.000000,0.000016,0.014304,0.000000,0.000059,0.000000,0.000000,0.000000,0.000071,0.000039,0.000008,0.000000,0.000000,0.002494,0.003161,0.047834,0.023882,0.000000,0.000005,0.001393
63,0.024420,0.004209,0.000000,0.047673,0.010008,0.052493,0.026077,0.021138,0.042851,0.128158,0.001001,0.009054,0.021404,0.000082,0.000000,0.019384,0.000780,0.000000,0.005919,0.030078,0.000000,0.000000,0.000000,0.019407,0.000000,0.000117,0.000549,0.000252,0.000000,0.000000,0.000000,0.000000,0.022800,0.020951,0.000026,0.000000,0.000297,0.000001,0.000000,0.000000,0.000171,0.009538,0.013244,0.005535,0.006991,0.002992,0.039911,0.007843,0.000000,0.000000,0.000212,0.000000,0.001897,0.000000,0.000145,0.000010,0.000000,0.000000,0.000221,0.000000,0.006208,0.000000,0.001916,0.008508,0.000000,0.000015,0.000731,0.000163,0.001484,0.000000,0.000000,0.000000,0.019886,0.000000,0.000137,0.000000,0.001228,0.000014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000009,0.000000,0.000000,0.003753,0.000000,0.000000,0.001147,0.000000,0.044943,0.000000,0.000000,0.000000,0.000000,0.005532,0.000000,0.000000,0.000009,0.000000,0.000055,0.008647,0.000000,0.000126,0.000000,0.000000,0.000000,0.000050,0.000071,0.000053,0.000000,0.000001,0.002701,0.003862,0.057110,0.025222,0.000000,0.000541,0.001823
64,0.022657,0.003370,0.000000,0.043577,0.008121,0.051674,0.024764,0.018996,0.043302,0.089602,0.001423,0.008912,0.020757,0.000170,0.000000,0.027453,0.000360,0.000000,0.007637,0.038569,0.000000,0.000000,0.000000,0.024488,0.000000,0.000072,0.000496,0.000727,0.000000,0.000000,0.000000,0.000000,0.013514,0.012885,0.000065,0.000000,0.000180,0.000009,0.000000,0.000000,0.000049,0.009416,0.012877,0.005089,0.017491,0.000416,0.043054,0.017455,0.000000,0.000000,0.000049,0.000000,0.001167,0.000000,0.000005,0.000003,0.000000,0.000000,0.000143,0.000000,0.006807,0.000000,0.002136,0.007555,0.000000,0.000004,0.000474,0.000130,0.001063,0.000000,0.000000,0.000000,0.014429,0.000000,0.000003,0.000000,0.001134,0.000012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000037,0.000000,0.000000,0.004081,0.000000,0.000000,0.002376,0.000000,0.048925,0.000000,0.000000,0.000000,0.000000,0.003042,0.000000,0.000000,0.000002,0.000000,0.000105,0.016289,0.000000,0.000500,0.000000,0.000000,0.000000,0.000043,0.000007,0.000003,0.000000,0.000001,0.001977,0.002704,0.042812,0.026666,0.000000,0.000043,0.001201
65,0.020695,0.001903,0.000000,0.046205,0.008410,0.056550,0.025967,0.018655,0.039372,0.117112,0.001086,0.013479,0.021100,0.000181,0.000000,0.030047,0.000586,0.000000,0.008405,0.029998,0.000000,0.000000,0.000000,0.022983,0.000000,0.000078,0.000829,0.000837,0.000000,0.000000,0.000000,0.000000,0.015375,0.014834,0.000101,0.000000,0.000087,0.000011,0.000000,0.000002,0.000276,0.006461,0.011201,0.005197,0.010886,0.001880,0.035936,0.011381,0.000000,0.000000,0.000016,0.000000,0.001192,0.000000,0.000012,0.000011,0.000000,0.000000,0.000013,0.000000,0.005502,0.000000,0.002434,0.007778,0.000000,0.000069,0.000314,0.000073,0.001013,0.000000,0.000000,0.000000,0.019319,0.000000,0.000045,0.000000,0.000819,0.000025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000017,0.000000,0.000000,0.003162,0.000000,0.000000,0.001051,0.000000,0.044372,0.000000,0.000000,0.000000,0.000000,0.002909,0.000000,0.000000,0.000019,0.000000,0.000056,0.011222,0.000000,0.000930,0.000000,0.000000,0.000000,0.000026,0.000052,0.000006,0.000000,0.000000,0.003050,0.006269,0.053517,0.021657,0.000000,0.000250,0.000820
66,0.013190,0.004324,0.000002,0.044074,0.007135,0.049606,0.033400,0.023741,0.043740,0.107939,0.001227,0.011411,0.019017,0.000470,0.000000,0.028769,0.000597,0.000000,0.007826,0.043401,0.000000,0.000000,0.000000,0.024216,0.000000,0.000090,0.000640,0.000851,0.000000,0.000000,0.000000,0.000000,0.016731,0.015722,0.000166,0.000000,0.000103,0.000001,0.000000,0.000000,0.000028,0.010155,0.014889,0.004123,0.016613,0.001180,0.040998,0.016497,0.000000,0.000000,0.000119,0.000000,0.000468,0.000000,0.000034,0.000061,0.000000,0.000000,0.000305,0.000000,0.003971,0.000000,0.001391,0.011694,0.000000,0.000001,0.000768,0.000117,0.001769,0.000000,0.000000,0.000000,0.021254,0.000000,0.000033,0.000000,0.000706,0.000016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000171,0.000000,0.000000,0.003770,0.000000,0.000000,0.001594,0.000000,0.051895,0.000000,0.000000,0.000000,0.000000,0.004954,0.000000,0.000000,0.000045,0.000000,0.000043,0.013786,0.000000,0.000083,0.000000,0.000000,0.000000,0.000114,0.000051,0.000035,0.000000,0.000000,0.003737,0.003203,0.048166,0.030987,0.000000,0.000201,0.001127
